trade_date,Binance_Coin,Bitcoin,Bitcoin_Cash,Bitcoin_SV,Cardano,Chainlink,Crypto_com_Coin,EOS,Ethereum,Huobi_Token,Litecoin,Monero,NEO,Stellar,Tether,Tezos,TRON,UNUS_SED_LEO,USD_Coin,XRP
2020-03-22,-7.463,-5.737,-7.157,-5.915,-7.904,-12.335,-4.844,-6.579,-7.153,-6.25,-7.068,-6.829,-4.327,-6.104,-0.097,-10.909,-7.694,0.248,-0.406,-5.035
2020-03-23,8.602,10.052,7.689,6.801,7.357,12.563,11.938,7.042,9.398,5.714,8.813,15.128,10.553,5.543,-0.222,13.605,8.866,1,-0.494,4.796
2020-03-24,2.31,4.964,3.611,5.608,3.717,3.125,8.631,3.509,2.854,2.402,4.436,6.887,4.242,2.662,0.32,5.389,2.029,0,0.501,3.072
2020-03-25,-0.645,-0.798,-2.997,-2.815,-2.404,-2.165,-0.78,-2.542,-1.845,-1.173,-3.309,-0.276,0.581,0.68,-0.141,-2.841,-1.112,0,0.155,-0.383
2020-03-26,7.305,0.53,2.894,-0.243,4.379,1.77,4.06,0.435,1.586,0.593,2.58,6.674,1.301,4.828,-0.011,2.339,4.269,0,-0.347,8.282
2020-03-27,-5.295,-3.672,-4.074,-3.321,-4.641,-5.652,0.208,-3.03,-3.195,-2.655,-3.088,-3.467,-5.421,-3.211,1.153,-8,-3.74,0.99,1.604,0.672
2020-03-28,-2.636,-3.518,-1.544,-5.863,1.604,-1.382,-6.274,-1.339,-2.202,-1.212,-0.128,-2.724,0,-2.953,-1.019,-3.106,-0.219,-0.98,-1.3,-0.234
2020-03-29,-6.153,-5.129,-3.622,-5.496,-5.112,-5.14,-2.216,-3.62,-4.13,-4.908,-3.962,-6.408,-6.335,-4.573,0.03,-5.128,-5.727,0.99,-1.889,-6.8
2020-03-30,7.43,8.575,7.304,12.164,5.749,5.911,14.585,5.164,5.829,6.129,4.849,6.053,6.763,5.455,1,9.459,7.07,1.961,3.268,5.092
2020-03-31,2.36,0.137,-0.862,-0.625,2.276,5.581,2.906,-0.893,0.519,0.912,0.409,2.138,2.564,1.584,-0.99,0,1.008,0,-0.99,1.389
2020-04-01,1.272,2.611,1.999,1.572,0.988,0.441,0.413,2.252,1.527,2.108,0.204,1.528,0.441,-0.073,0,0,-0.43,0.962,-0.425,0.435
2020-04-02,2.59,2.828,3.852,4.256,3.659,0.877,-3.199,1.322,4.719,1.18,1.244,4.638,2.489,1.193,0,3.086,3.456,-0.952,0.387,1.892
2020-04-03,2.295,-0.887,1.358,1.975,0.972,0.435,0.29,1.739,0.042,2.915,1.229,4.314,0.429,0.649,0,0.599,-0.585,0,0.04,0.463
2020-04-04,3.366,1.992,1.276,0.37,0.65,0.866,0.864,1.282,2.203,5.099,0.793,2.512,2.56,0.895,0,1.19,0.781,-0.962,0,1.262
2020-04-05,-0.651,-1.112,-2.856,-2.46,-1.544,-2.146,1.275,-0.422,-1.15,0.539,-0.025,-1.455,-2.219,3.684,0,-1.765,5.043,0,0,-1.28
2020-04-06,9.832,7.078,10.31,9.23,11.29,10.088,7.206,15.678,17.827,5.362,9.147,9.142,10.213,13.765,-0.717,13.174,8.371,0,-0.327,8.974
2020-04-07,-2.653,-1.312,-1.508,-3.23,-1.345,8.367,-0.707,-3.663,-2.389,-1.018,0.631,-4.197,-0.901,-2.339,0.584,3.704,-2.87,-0.971,-0.04,-1.746
2020-04-08,2.589,2.197,5.626,17.454,3.35,15.441,3.82,3.802,4.567,1.799,3.694,2.896,3.506,5.518,0.05,9.184,3.234,0,-0.048,4.569
2020-04-09,0,-0.436,-3.29,-1.078,-0.319,5.732,-1.122,0,-1.06,-1.263,0.13,1.651,1.004,2.071,0.088,-1.402,-1.373,0,0.417,-1.3
2020-04-10,-8.765,-5.979,-9.473,-13.146,-8.241,-3.012,-6.857,-8.425,-7.26,-7.161,-8.862,-8.342,-9.317,-8.169,0,-9.953,-7.737,0,-0.103,-5.444
2020-04-11,0.437,-0.093,-0.446,-0.252,0.418,1.863,0.452,0,-0.12,1.928,0.118,-0.075,-0.137,3.689,-0.188,3.684,0.169,-0.98,-0.397,0.32
2020-04-12,4.203,1.633,1.612,3.719,1.355,5.488,1.306,1.2,1.846,2.162,0.307,0.747,2.195,-0.222,1.191,2.03,3.357,0.99,0.502,1.102
2020-04-13,4.52,-1.808,-5.064,-2.576,-2.068,-2.601,-1.459,-3.162,-3.016,-1.587,-2.945,-1.908,-2.282,-2.229,-0.99,-3.483,-2.457,0,-0.158,-1.264
2020-04-14,3.327,-0.038,-0.84,0.298,-0.402,-3.858,0.33,0.408,0.845,-0.269,-0.364,1.662,-0.687,-0.257,-0.319,0,-1.367,-0.98,-0.25,-1.277
2020-04-15,-6.053,-2.928,-2.91,-3.394,-3.369,-3.395,-3.239,-2.439,-2.735,-1.078,-3.557,-1.263,-3.181,-3.746,0.273,-2.062,-1.515,0.99,0.375,-2.193
2020-04-16,7.608,7.147,9.317,6.884,7.987,10.863,5.102,10.833,12.31,4.36,7.83,7.018,8.857,5.852,0.047,10.526,6.683,0.98,0.034,4.873
2020-04-17,0.255,-0.29,-0.836,-0.195,0.48,0.288,-0.302,-0.752,-0.302,0,0.141,-0.58,-1.181,-0.112,1,0,-0.291,0.971,1,0.052
2020-04-18,5.4,2.276,4.049,4.734,5.727,8.621,2.029,3.409,8.897,2.872,3.766,2.511,4.648,2.916,-0.99,10.952,2.807,-0.962,-1.001,2.483
2020-04-19,-2.712,-0.94,-3.904,-3.808,-2.016,-3.704,-0.616,-4.029,-2.836,-1.269,-3.9,-0.897,-2.538,-2.558,1,-2.575,-2.521,0.971,1.012,-2.086
2020-04-20,-6.506,-4.277,-5.146,-5.425,-4.576,-4.945,-4.67,-3.817,-5.126,-3.856,-4.222,-4.143,-5.339,1.601,-0.99,-5.727,-3.952,0,-0.99,-3.861
2020-04-21,0.795,-0.024,0.081,-0.61,1.53,0.578,-1.541,0.794,0.255,-0.802,0.514,0.563,0.138,2.45,1,0.935,0.551,0,0,0.457
2020-04-22,3.156,3.443,5.209,4.494,5.357,5.747,4.89,3.15,5.708,3.504,2.071,2.636,3.434,7.009,-0.99,7.87,3.099,0,0,1.976
2020-04-23,2.04,4.391,1.414,0.785,11.067,1.359,3.978,1.908,1.331,2.083,2.507,3.483,3.718,12.634,-0.231,6.438,4.454,0,-0.619,1.99
2020-04-24,0.062,1.631,1.34,0.444,3.11,1.877,1.641,1.873,2.275,2.041,4.355,3.655,4.097,-0.202,1.234,10.081,3.431,0.962,1.629,1.019
2020-04-25,1.81,0.252,-0.021,0.19,1.29,0,1.693,0,3.319,-0.5,-0.223,-0.394,4.182,0.878,-0.99,5.128,-0.007,0,-0.99,0.717
2020-04-26,0.429,1.452,2.732,0.369,8.185,-2.105,1.961,0.735,0.921,1.256,-0.045,0.823,1.889,0.558,0,-3.484,1.669,0,-0.104,0.898
2020-04-27,0.488,1.507,-1.218,-0.884,1.574,-2.151,1.486,0.365,-0.051,0.744,0.045,1.895,-2.202,7.787,0,-0.722,2.119,0,0.105,0.596
2020-04-28,-0.122,0.147,0.177,0.809,1.275,1.099,1.92,1.091,0.608,0.246,2.952,0.176,1.066,2.455,1,0,5.778,0,0,8.842
2020-04-29,6.387,12.732,5.659,6.503,9.535,6.25,9.47,8.633,9.349,6.143,6.843,6.48,8.558,4.823,0,7.273,5.95,1.905,1,5.545
2020-04-30,-2.63,-1.619,-2.971,-0.005,-7.446,-4.859,-7.267,-6.291,-4.319,-2.546,-5.022,-6.116,-3.564,-6.431,0,-6.441,-6.333,0,-0.99,-6.451
2020-05-01,3.112,2.382,2.958,2.448,7.135,1.613,-0.071,2.12,3.189,0.95,2.312,2.065,1.568,8.161,0,1.812,4.025,0,0,3.049
2020-05-02,0.114,1.397,1.847,0.019,-0.48,1.058,4.097,2.076,0.518,0.706,3.494,1.333,1.874,3.043,-0.99,0.712,3.033,0,0,2.128
2020-05-03,-2.56,-1.014,-3.603,-2.258,-4.087,-2.618,-0.79,-3.729,-2.043,-1.869,-2.406,-3.374,-1.732,-3.107,0,-3.18,-2.168,-0.935,-0.07,-2.01
2020-05-04,-0.175,0.171,-2.8,-1.505,1.502,1.344,1.128,-2.113,-1.308,0.714,-1.657,-1.906,-0.22,0.865,1,1.825,1.792,-0.943,0.07,-0.206
2020-05-05,-1.053,1.015,-0.358,0.847,-0.616,-2.122,3.646,-0.36,-0.673,-1.182,-1.432,-1.42,0.441,-1.754,-0.99,-1.434,-2.484,-2.857,-0.088,-1.142
2020-05-06,-1.537,2.951,0.503,-1.105,0.829,-1.355,3.263,-2.888,-1.311,-0.478,-1.817,-3.047,1.978,-1.725,2,-1.818,-0.465,4.902,1.089,-0.579
2020-05-07,2.101,7.366,2.783,2.45,2.691,3.022,1.663,2.602,4.033,,3.026,10.266,6.681,1.582,-1.961,2.222,1.44,0,-0.99,1.723
2020-05-08,1.352,-1.094,3.475,0.291,2.342,1.867,3.114,0,0.33,-1.182,1.162,-1.317,15.253,1.137,0,0,1.675,-0.935,0,0.416
2020-05-09,-1.74,-2.527,1.798,0.223,-1.084,5.759,-1.776,0,-0.653,-1.435,-1.274,-0.722,-3.155,-1.602,0,2.536,-0.778,0.943,0,-1.331
2020-05-10,-9.681,-8.729,-12.527,-11.908,-7.846,-6.931,-4.841,-11.232,-10.87,-6.311,-10.366,-6.926,-11.493,-10.635,0,-9.894,-11.822,2.804,0,-8.633
2020-05-11,-1.307,-1.766,0.924,1.205,0.904,-4.521,1.005,-1.633,-1.426,-2.591,-1.581,1.189,-1.227,-2.37,-0.164,-4.706,-1.827,-0.909,-0.268,-2.075
2020-05-12,4.238,2.356,-0.779,-0.856,4.808,2.786,1.014,1.245,1.829,3.191,0.983,3.14,3.313,11.326,0.164,2.881,3.83,3.67,0.269,1.841
2020-05-13,2.541,5.287,2.591,2.037,2.084,1.897,1.923,3.689,5.219,1.289,2.422,5.6,3.106,-0.156,0,2.4,3.05,-0.885,0,1.944
2020-05-14,1.363,5.002,1.129,1.482,-1.131,1.064,-3.296,3.162,1.888,4.326,1.901,0.848,-1.166,-1.023,-0.114,-0.781,1.733,-1.786,-0.312,0.818
2020-05-15,-3.729,-4.166,-2.625,-2.832,-0.839,-3.421,0.268,-0.766,-3.612,-1.22,-2.548,-3.898,-1.18,-2.426,0.114,-1.969,-2.267,-0.909,0.313,-2.077
2020-05-16,1.905,0.523,0.484,0.458,0.929,2.452,1.57,1.544,2.587,-0.247,0.887,3.961,-0.597,1.044,0,5.622,0.302,0,-0.066,0.564
2020-05-17,1.62,3.132,1.918,1.692,0.807,0.532,3.042,-0.38,3.229,0.99,0.995,-0.23,1.802,1.454,0,-0.38,0.281,-0.917,0.066,0.611
2020-05-18,2.023,0.577,2.753,6.102,5.666,2.91,4.265,1.527,3.558,1.471,3.575,2.791,0.787,1.44,0,4.962,2.346,0,0,1.948
2020-05-19,3.065,0.025,-0.767,-1.303,4.05,0.771,0.779,-1.128,-0.503,-0.483,0.398,-0.85,0.195,-1.007,-0.398,2.182,1.016,0,-0.46,-0.56
2020-05-20,-1.516,-2.118,-2.606,-1.853,0.755,3.827,0.707,-1.141,-1.569,-1.214,-2.666,-2.633,-1.363,2.31,0.294,0,-3.294,1.852,0.461,-1.138
2020-05-21,-4.559,-4.633,-4.643,-1.832,-8.139,-5.405,-2.551,-5,-4.864,-3.44,-3.237,-4.512,-5.429,-6.047,0.105,-6.05,-4.966,1.818,0.001,-3.073
2020-05-22,3.226,1.11,2.671,0.786,6.866,5.714,4.586,5.263,3.647,1.272,3.439,2.201,8.455,2.201,0,6.061,4.23,1.786,0,2.473
2020-05-23,-0.3,0.291,0.205,-0.518,-0.915,-2.703,3.409,-1.154,0.734,-0.503,-0.407,1.093,-1.444,-0.82,1,-1.429,1.272,0,0,-0.742
2020-05-24,-3.074,-4.549,-4.32,-4.65,-4.846,-3.03,-1.484,-2.335,-3.028,-3.03,-3.588,-4.151,-4.98,-4.065,-0.99,-3.261,-4.107,0,0,-1.722
2020-05-25,1.99,1.326,2.549,-0.438,2.603,0.781,7.6,1.195,1.458,1.823,1.178,0.719,2.158,1.909,0,2.247,2.162,0,0,0.97
2020-05-26,-1.159,-0.807,-1.449,-1.776,-1.076,-0.775,-1.596,-1.575,-1.666,-1.023,-1.211,0.292,-0.201,-1.443,-0.199,-1.832,-1.194,0,-0.063,-1.699
2020-05-27,1.727,3.916,2.773,4.429,3.281,0.521,2.804,2.4,3.447,2.067,3.37,4.433,1.008,1.701,0.2,1.119,1.126,0.877,0.063,2.001
2020-05-28,3.457,3.755,2.522,1.906,16.991,4.404,-0.002,2.344,5.257,2.278,2.052,3.904,3.693,3.944,0,4.059,2.722,0.87,-0.104,1.384
2020-05-29,-0.117,-0.909,-0.526,-1.034,0.156,-0.993,-0.274,-0.382,0.382,1.238,-0.246,-1.238,-1.251,-1.436,0,2.128,-0.793,1.724,0.104,-1.12
2020-05-30,4.108,2.768,5.522,5.964,19.019,4.511,6.695,5.747,9.82,1.711,6.473,3.2,7.31,6.718,0,1.389,8.68,0,0,3.969
2020-05-31,-3.946,-2.467,-4.544,-4.31,-3.386,-0.959,-0.2,-3.261,-4.692,-2.404,-4.102,-4.813,-0.363,-2.497,-0.197,-4.11,-2.593,0,0,-1.607
2020-06-01,5.106,7.464,6.449,4.97,9.167,6.053,10.063,5.243,6.931,2.463,5.571,3.95,13.218,6.925,0.197,5.714,7.023,0.847,0,3.619
2020-06-02,-3.741,-6.27,-2.467,-3.487,-3.341,0.228,-3.696,-4.626,-3.956,-1.923,-4.592,-1.7,-2.576,4.987,-0.248,-2.365,-4.116,0,-0.11,-3.56
2020-06-03,1.798,1.332,1.209,0.138,8.901,2.278,6.203,0.746,2.934,0.245,2.722,0.963,2.231,4.223,0.248,5.19,3.483,0.84,0.104,0.443
2020-06-04,0.114,1.49,1.833,0.857,4.168,-1.336,2.855,0.741,0.102,0.734,0.996,1.579,-1.455,-0.189,0,-1.316,0.207,1.667,0.006,0.648
2020-06-05,0.683,-1.379,0.031,-0.415,-3.998,-1.129,2.109,3.676,-1.313,5.097,-1.238,-0.733,-2.625,-3.587,0,-2,0.166,0.82,0,-0.434
2020-06-06,-0.848,-0.123,-1.359,-1.255,0.683,-0.913,3.501,-0.709,0.294,2.771,-0.68,-0.133,-0.674,0.459,-0.07,-0.68,0.325,1.626,-0.173,-0.465
2020-06-07,-0.513,1.089,0.422,-0.134,0.73,0.23,3.595,0.714,1.339,-0.449,-0.128,-1.464,-0.085,-1.105,0.07,-1.027,6.979,0,0.173,0.151
2020-06-08,-0.344,0.13,0.307,-1.103,-0.259,2.529,0.954,-1.418,0.465,0,-0.429,2.432,-1.188,1.278,0,1.73,-1.221,0,-0.161,0.158
2020-06-10,-0.172,0.759,0.764,1.585,0.149,-0.674,-2.23,0.362,1.033,-1.114,1.324,2.006,-0.995,0.103,0,-0.687,-0.006,0,-0.053,0.458
2020-06-11,-6.318,-5.555,-8.089,-6.443,-9.782,-10.181,-8.613,-8.664,-6.361,-5.856,-6.791,-8.227,-9.966,-9.118,0,-9.343,-10.234,-0.8,0.054,-6.287
2020-06-12,2.207,1.706,2.453,0.793,5.565,3.023,3.524,2.767,2.499,3.349,3.034,2.988,1.86,2.16,0,1.908,4.125,0,0,1.979
2020-06-13,0.9,-0.059,-0.446,-0.109,-0.661,0.489,0.483,0,0.598,-0.463,0.58,1.2,1.279,1.735,0,1.124,1.501,0,0,-0.432
2020-06-14,-0.951,-0.934,-0.995,-1.569,-2.885,-3.65,2.476,-0.769,-2.009,-1.628,-2.24,-1.336,-3.697,-3.879,1,-3.704,-2.682,-4.839,0,-0.771
2020-06-15,-1.681,0.681,-1.043,-2.422,2.136,-0.758,-1.108,-1.938,-1.785,-0.709,-0.386,-1.567,-2.247,-0.426,-0.99,1.154,-0.886,-1.695,0,0.76
2020-06-16,0.244,0.924,0.533,0.285,0.875,3.053,2.707,0.791,1.953,0.952,-0.068,1.917,1.341,0.193,0,-0.76,0.205,-1.724,0,-0.915
2020-06-17,-0.122,-0.606,1.229,0.954,5.529,2.716,1.774,0.392,-0.593,-1.179,0.342,-1.122,0.189,0.907,0,2.682,0.334,0,0,1.117
2020-06-18,-1.159,-0.722,-1.451,-1.445,-1.523,0.24,0.176,-1.172,-0.399,-0.716,-1.067,-0.184,-1.509,-1.33,0,-0.373,-0.84,0,0,-1.285
2020-06-19,-1.851,-1.316,-1.954,-1.289,-3.129,-2.158,-0.176,-1.186,-2.137,-2.644,-2.02,-1.767,-2.203,-2.349,-0.617,-2.247,-1.65,0.877,-0.151,-2.182
2020-06-20,0.88,0.477,-0.185,0.197,-0.332,2.206,2.716,0.8,0.938,0.741,1.57,0.016,0.588,0.938,0.509,0,0.835,1.739,0.074,0.915
2020-06-21,-0.312,-0.308,-0.263,-0.496,-1.089,0.48,0.116,0,-0.122,-0.735,-0.6,0.954,0.292,-1.665,0.112,-0.766,-0.577,-0.855,0.077,-1.533
2020-06-22,3,3.709,3.675,1.867,6.543,6.683,4.455,1.587,5.913,5.185,2.553,2.138,4.66,4.53,-0.207,3.089,3.106,-0.862,-0.381,1.973
2020-06-23,-0.364,-0.198,0.425,2.749,-0.789,7.606,0.229,0.391,0.664,0,-0.023,1.547,1.484,-0.909,0.208,4.12,1.188,0.87,0.382,-0.313
2020-06-24,-2.375,-3.282,-3.177,-4.221,-0.442,-1.871,-5.399,-3.113,-3.428,0.939,-3.033,-3.107,-4.113,-2.873,0,-5.396,-3.395,1.724,0,-2.336
2020-06-25,-0.686,-0.524,-0.322,-0.324,-1.08,1.907,-1.414,-0.402,-1.2,-1.628,-0.654,-0.755,-1.335,-1.94,0,-1.521,-0.194,1.695,0,-0.381
2020-06-26,-1.068,-1.1,-0.99,-1.804,-1.383,-2.703,-1.479,-0.403,-1.404,-0.709,1.786,-0.621,-1.449,-1.082,-0.104,-4.247,-0.577,1.667,-0.016,-0.49
2020-06-27,-3.556,-1.283,-5.085,-4.207,-3.577,-5.342,-1.451,-4.858,-2.922,-1.19,-4.063,-2.563,-4.412,-5.824,0.105,-6.048,-2.071,0.82,0.016,-3.186
2020-06-28,1.514,1.086,1.969,-1.702,3.493,2.935,5.715,0.426,1.072,-0.241,-0.361,1.556,3.282,1.882,0,1.717,1.947,1.626,0,0.476
2020-06-29,0.584,0.517,1.118,0.458,4.326,1.316,5.934,0.847,1.26,1.449,1.063,1.39,1.39,1.376,0,1.688,2.453,0.8,-0.06,0.15
2020-06-30,-0.645,-0.575,-1.425,-1.218,-0.899,-1.082,-1.222,-0.84,-0.824,-1.19,-0.908,-1.013,-1.665,2.764,-0.01,-2.075,1.043,0,0.03,-1.174
2020-07-01,2.726,0.989,0.766,-0.664,15.446,2.845,0.911,0.424,2.121,0,0.555,1.684,1.096,2.117,0.01,1.695,3.048,-0.794,0.03,0.629
2020-07-02,-1.832,-1.137,-0.621,-0.77,-1.697,3.191,-1.345,0.844,-0.744,-0.241,-0.504,1.981,-0.887,-0.12,2,-1.667,-1.049,1.6,1,0.151
2020-07-03,-1.609,-0.396,-0.333,-0.417,2.345,-2.268,0.368,1.255,-1.744,-0.966,-0.675,-4.766,-2.485,-1.691,-2.008,-3.39,-0.192,-2.362,-0.99,-0.512
2020-07-04,1.7,0.497,1.702,-0.052,3.536,1.266,2.643,1.653,1.633,0.488,2.087,2.199,1.529,0.919,0.048,2.193,0.852,0,-0.042,0.935
2020-07-05,-0.45,-0.641,-1.549,-0.909,-1.742,-1.25,1.633,-2.033,-0.616,-0.971,-1.117,-1.419,1.004,-1.017,-0.11,-2.146,0.214,-4.839,-0.176,-0.543
2020-07-06,5.297,3.323,8.921,24.787,7.138,13.291,4.256,8.299,6.084,4.167,5.673,2.626,4.97,6.976,0.11,7.018,7.007,3.39,0.139,6.525
2020-07-07,2.883,-1.314,-1.854,-3.904,11.721,6.331,1.772,-1.916,-1.006,-3.059,-1.456,-0.539,-0.473,1.955,-0.079,2.869,-4.606,0.82,0.079,-2.005
2020-07-08,2.743,1.903,2.564,2.5,10.509,13.485,3.794,4.688,3.175,2.184,4.34,2.665,5.328,16.017,0.065,5.578,4.165,0,-0.078,10.772
2020-07-09,-2.031,-1.595,-1.797,-1.746,-4.322,-5.864,-0.563,-0.746,-1.48,-0.713,-1.46,2.083,-2.349,6.57,0.014,-4.151,3.044,0,0.078,-0.871
2020-07-10,2.251,0.009,-0.394,-1.621,-4.809,0.656,0.408,-1.504,-0.839,0.478,-0.651,-0.473,-2.683,-1.849,-0.001,0,-1.669,-0.813,-0.007,-2.098
2020-07-11,2.086,-0.414,-0.53,0.093,5.83,-0.326,1.199,0,-0.631,-0.238,0.972,2.124,2.281,6.094,0.001,5.906,1.229,-1.639,0.007,1.281
2020-07-12,3.519,0.391,0.046,1.679,1.253,19.444,-0.284,-0.382,1.115,0.716,-0.09,0.567,0.186,0.711,-0.137,4.461,-1.16,-6.667,-0.176,-0.328
2020-07-13,0.932,-0.355,-1.833,-2.044,-2.072,-1.778,-1.406,-2.299,-1.045,0.237,-1.613,0.217,-0.835,-4.959,0.092,3.203,-3.305,0,0.176,-0.979
2020-07-14,-1.792,-0.004,-1.041,-0.275,6.288,12.813,-1.381,0.392,0.255,0,-0.273,-1.963,1.403,2.012,-0.051,2.069,0.501,0.893,-0.119,0.118
2020-07-15,-2.71,-0.545,-1.191,-1.068,-1.208,6.667,1.794,-1.172,-0.745,0,-1.187,3.946,1.292,2.1,0.04,8.108,-0.453,1.77,0.071,-0.854
2020-07-16,-2.558,-0.659,-1.43,-3.657,-3.411,-3.472,-0.825,-1.186,-2.005,-0.946,-2.865,-4.178,-2.641,7.047,0.054,-3.438,-2.375,1.739,0.042,-1.554
2020-07-18,0.293,0.084,0.646,0.424,-0.007,-3.865,1.864,0,1.164,0,1.241,0.961,-0.566,-3.106,-0.082,-5.047,1.263,-1.681,-0.166,2.604
2020-07-19,4.845,0.292,1.271,-0.451,1.008,1.382,-0.216,3.2,1.278,0.477,0.283,0.747,0.854,-0.808,-0.044,-0.997,0.443,-1.709,-0.045,-0.103
2020-07-20,-2.673,-0.235,-1.915,-1.535,-4.679,-9.913,-1.917,-0.775,-0.981,0.475,-1.34,0.785,-2.164,-5.204,0.165,-7.047,-1.476,1.739,0.173,-2.044
2020-07-21,1.373,2.299,3.057,4.735,4.275,0.138,1.343,2.344,3.756,0.236,3.907,0.404,7.404,1.632,-0.111,9.025,1.992,0.855,-0.128,2.011
2020-07-22,2.088,1.605,3.982,2.441,0.778,2.61,2.005,1.527,7.008,1.887,3.026,2.687,3.492,1.039,0.111,1.987,2.226,0,0.246,2.188
2020-07-23,3.206,0.585,-0.482,1.403,-0.12,5.355,-0.177,-0.376,4.768,0.463,-0.2,1.959,-1.384,0.555,-0.181,2.922,-0.496,0,-0.234,2.083
2020-07-24,2.571,-0.461,-0.855,-1.433,-1.523,-5.591,0.128,-2.264,1.649,-3.226,-1.494,-1.757,-2.719,-2.251,0.081,-4.416,0.532,0.847,0.041,-1.7
2020-07-25,3.29,1.47,5.94,4.763,17.795,3.096,2.518,5.405,8.896,1.667,10.457,2.626,4.509,4.83,-0.093,0.99,4.031,1.681,-0.026,4.927
2020-07-26,-1.314,2.357,-1.078,-0.121,3.155,-2.089,2.061,-0.733,1.835,0.234,-1.68,6.099,0.086,-1.444,0.081,-2.614,-0.846,0,-0.039,0.411
2020-07-27,0.512,10.961,8.35,9.098,-6.304,-5.333,7.539,4.797,3.833,4.439,10.358,0.706,-0.172,-4.245,0.113,-5.369,0.761,3.306,0.11,4.042
2020-07-28,2.803,-0.71,7.897,3.289,7.081,1.69,-3.299,5.282,-1.509,-0.895,4.967,3.593,1.382,2.603,0,0.355,2.443,0,0.01,2.953
2020-07-29,-1.339,1.72,-0.062,-0.35,-5.868,-1.385,2.528,1.338,0.483,0,-0.738,-2.656,-0.341,-1.767,0,-1.413,1.062,0,0.139,5.568
2020-07-30,0.553,0.097,1.325,0.918,0.507,4.213,-0.682,0.66,5.154,-0.677,2.664,2.451,0.855,1.422,0,0.717,-0.254,0,-0.018,0.585
2020-07-31,3.298,1.91,2.844,6.724,-1.273,4.717,1.303,1.311,3.276,-0.455,2.401,4.156,3.22,0.298,0,1.068,2.08,0.8,1.019,5.882
2020-08-01,4.161,3.851,5.824,5.878,3.44,6.821,5.439,6.472,11.474,8.447,5.672,5.683,9.277,10.383,-0.299,6.69,3.654,0,-1.349,11.829
2020-08-02,-2.74,-6.003,-10.761,-10.491,-7.012,-0.361,-5.588,-10.638,-3.772,-5.684,-7.587,-4.806,-8.415,-4.154,0.084,-4.95,-6.653,0.794,0.099,-0.852
2020-08-03,5.349,1.744,4.496,4.729,2.869,10.762,-0.375,3.741,4.217,6.473,3.231,4.872,1.805,2.447,0.215,6.25,4.454,0,0.264,7.97
2020-08-04,0.997,-0.36,-2.748,-1.512,4.138,7.205,-3.985,-0.656,0.927,1.677,-1.608,-2.076,0.806,4.675,0,5.556,2.338,0,0,-3.048
2020-08-05,4.758,4.829,2.115,4.228,-0.226,-2.648,4.512,0.99,3.003,1.649,2.573,3.69,3.277,-1.851,0,-3.406,0.486,0,0,0.938
2020-08-06,-2.699,0.279,4.846,1.038,0.948,6.067,-0.78,0.98,-1.651,-1.42,0.254,5.67,0.619,-1.393,0,3.205,-0.861,0,0,0.09
2020-08-07,-1.761,-1.514,-1.717,-3.221,-3.397,-0.789,-0.206,-2.265,-3.912,-3.086,-3.229,-1.579,-0.923,-3.111,0,-4.658,-1.662,0.787,0,-2.938
2020-08-08,2.555,1.315,0.336,1.646,4.762,26.143,3.243,0.993,3.815,0.212,1.537,0.829,1.475,-0.156,0,10.098,2.407,0,-0.057,-0.218
2020-08-09,-1.748,-0.666,-1.34,-3.738,-0.368,9.141,-0.035,-0.656,-0.728,0,-1.703,-1.918,-0.306,2.065,0,8.876,0.269,-0.781,0.057,-1.826
2020-08-10,0.578,1.733,0.729,0.87,-0.956,-2.96,0.863,6.931,1.22,-0.212,2.013,0.752,11.435,0.864,0,16.033,5.099,-0.787,0,2.081
2020-08-11,-5.971,-3.936,-6.491,-6.743,-4.462,-2.455,-4.394,-6.79,-3.918,-2.972,-6.691,-6.719,-5.372,-4.776,0,-6.089,-6.321,0.794,0,-3.465
2020-08-12,2.305,1.528,1.647,-0.697,-0.028,26.773,0.89,1.325,2.797,-0.875,1.066,3.236,5.459,1.235,1,9.975,1.161,0.787,0,0.169
2020-08-13,1.517,1.72,4.141,3.235,2.8,4.272,0.814,3.922,9.647,3.311,5.039,2.769,1.449,-0.041,0.99,-5.215,10.863,0.781,1,4.519
2020-08-14,4.484,-0.13,-2.043,-1.865,-2.058,-2.308,0.487,2.201,2.02,0.214,-1.715,-1.455,0.952,2.776,-1.961,-1.914,9.484,-2.326,-1.029,0.861
2020-08-15,-0.217,0.823,3.272,5.664,-0.025,12.817,0.957,14.769,-0.926,2.559,5.604,-1.52,2.089,1.74,0,-0.488,1.822,1.587,-0.064,-0.236
2020-08-16,2.085,0.228,1.607,-0.54,0.121,-1.571,1.262,4.021,0.102,0.416,6.508,1.299,2.244,7.322,0,3.922,11.928,0.781,0.03,1.278
2020-08-17,0.043,3.041,3.063,0.637,1.769,-11.117,0.784,-2.835,-0.982,-1.035,5.013,2.346,6.714,-0.842,0,-4.953,7.732,-1.55,-0.124,3.715
2020-08-18,-1.872,-2.148,-4.138,-3.099,-2.479,-2.813,-1.922,-4.775,-1.364,-0.628,-2.238,0.171,-1.815,-4.297,0,-4.963,-5.216,0,0.198,-3.641
2020-08-19,-3.294,-1.943,-3.771,-4.961,-5.932,0,-2.453,-6.685,-4.062,-2.737,-5.387,-2.395,-2.157,-5.72,0,-5.222,-7.867,0,0,-4.306
