trade_date,Binance_Coin,Bitcoin,Bitcoin_Cash,Bitcoin_SV,Cardano,Chainlink,Crypto_com_Coin,EOS,Ethereum,Huobi_Token,Litecoin,Monero,NEO,Stellar,Tether,Tezos,TRON,UNUS_SED_LEO,USD_Coin,XRP
2020-08-20,3.496,1.021,0.714,1.177,3.378,-0.924,0.73,2.687,2.455,4.329,1.565,10.988,12.091,4.512,0,6.061,3.798,0,-0.028,0.802
2020-08-21,-4.158,-2.407,-3.558,-5.494,-7.394,-14.232,3.141,-4.942,-6.558,-2.49,-5.701,-8.627,-6.517,-6.286,0,-11.948,-11.625,0,0.028,-4.064
2020-08-22,0.497,0.771,1.076,-0.41,1.225,15.652,-0.335,3.058,1.724,-1.064,1.566,2.344,13.822,2.015,0,5.605,3.369,-0.787,-0.006,2.089
2020-08-23,-1.664,-0.145,-0.835,-0.915,-2.938,-4.95,1.829,-1.187,-1.127,0.215,0.514,-3.62,-3.907,0.574,0,-1.676,-2.774,0.794,-0.047,-0.405
2020-08-24,3.384,0.941,2.235,4.603,2.379,0.066,1.604,1.802,4.282,2.575,2.606,2.88,-0.275,0.439,0,4.83,2.853,-0.787,0.053,1.342
2020-08-25,-4.998,-3.469,-4.987,-5.765,-8.994,-6.324,-2.789,-7.375,-5.915,0.628,-5.82,-5.44,-5.73,-5.208,0,-6.504,-8.071,0,0,-3.903
2020-08-26,3.724,1.075,-0.444,-0.344,1.759,7.243,0.445,-0.318,0.643,3.95,-0.376,0.326,1.695,0.312,0,-2.029,2.659,0,0,-0.157
2020-08-27,3.591,-1.436,-3.988,-2.858,-7.339,-4.918,-1.269,-4.792,-0.994,-4.4,-3.975,0.471,1.494,-4.573,0,-5.03,-2.725,0,0,-4.678
2020-08-28,0.217,1.935,1.637,3.135,2.461,4.552,3.156,4.698,3.46,1.464,2.338,5.383,3.907,2.025,0,1.558,3.814,0.794,0,2.849
2020-08-29,-0.519,-0.309,0.015,-0.699,6.632,9.301,0.479,0.641,1.023,-1.031,-0.105,-1.632,16.022,0.958,0,3.067,4.408,0,0,0.901
2020-08-30,2.738,1.778,3.763,3.182,0.621,-0.603,2.523,4.14,7.121,1.25,9.496,3.588,-2.771,1.561,0,0.595,7.644,0,0,3.11
2020-08-31,-1.904,-0.262,-1.623,-1.858,4.471,-4.614,0.086,-1.223,1.559,1.852,-2.583,-2.912,-0.966,-0.953,0,-3.55,8.704,0,0,-0.448
2020-09-01,7.029,2.48,6.622,5.611,2.219,2.61,0.755,7.74,9.646,0.404,2.896,4.06,4.683,2.125,0,5.521,17.936,0.787,0,4.944
2020-09-02,-0.524,-4.649,-9.77,-9.869,-7.813,-7.568,-3.215,-10.92,-7.758,1.61,-7.602,-6.238,-5.126,-6.771,0,-9.012,-0.295,-1.562,0,-6.505
2020-09-03,-16.484,-10.239,-18.196,-17.007,-16.831,-19.329,-11.381,-14.839,-12.356,-12.871,-17.78,-14.383,-11.886,-14.25,1,-17.572,19.567,0,0,-10.808
2020-09-04,2.134,2.601,7.317,5.389,6.543,3.91,1.45,14.015,0.666,1.818,5.945,5.604,6.299,2.524,-0.99,6.977,-13.527,-1.587,0,3.773
2020-09-05,-7.502,-3.256,-2.833,0.959,-12.223,-15.052,-4.308,-2.658,-13.646,-3.125,-5.967,-5.634,-11.274,-7.293,0,-10.145,-15.786,-3.226,0,-7.109
2020-09-06,19.045,1.089,1.398,0.864,3.489,21.678,0.696,-0.683,5.399,7.834,0.967,3.372,1.714,3.112,0,3.629,5.087,1.667,0,1.279
2020-09-07,-3.45,0.868,0.07,6.514,0.293,-3.718,-0.509,-2.062,-0.195,-0.855,1.498,2.739,5.578,1.065,0,-0.389,2.389,-0.82,0,0.599
2020-09-08,3.573,-2.296,-2.655,-2.056,-2.488,-5.149,-1.144,-3.158,-4.273,-2.155,-2.85,1.66,-6.109,-1.466,0,-1.953,8.443,0.826,0,-2.238
2020-09-09,5.778,1.094,0.962,-0.58,2.569,5.004,1.696,0,4.002,3.304,1.098,0.572,1.465,1.404,0,1.594,-2.788,-0.82,0,1.206
2020-09-10,,,,,,1.373,0.035,,,0.64,,,,,0,,,-2.479,0,
2020-09-11,3.624,0.364,-0.953,0.516,-0.172,-0.398,5.704,0.36,1.793,0.212,0.759,5.907,10.515,3.054,0,-0.388,1.306,2.542,0,-0.098
2020-09-12,12.102,0.397,2.106,0.752,0.628,2.16,2.442,0.717,3.331,0,3.524,-2.127,6.376,0.354,0,1.556,-2.268,2.479,0,1.859
2020-09-13,8.868,-1.134,-3.674,-3.59,-2.809,-6.108,-2.088,-3.203,-5.581,1.903,-5.411,3.456,-6.455,-4.808,-0.079,0.383,-6.614,-0.806,0,-2.426
2020-09-14,0.386,3.459,1.997,0.989,2.017,1.084,5.031,0.735,3.2,-0.415,2.122,3.52,8.576,0.488,0.079,0.382,-0.428,-6.504,0,1.872
2020-09-15,-12.765,1.087,4.141,0.876,-3.382,-9.406,0.925,-1.095,-3.295,-0.208,-1.426,-1.651,-8.171,-2.73,0,-4.183,-8.377,-0.87,0,-1.006
2020-09-16,2.794,1.648,-1.638,-1.544,-1.974,-2.004,-0.387,0.369,0.266,-0.209,-0.951,-4.95,4.004,2.483,0,-1.19,-5.043,1.754,-0.203,1.639
2020-09-17,-3.469,-0.236,0.604,0.613,2.801,2.138,-1.292,0.368,6.345,1.674,1.982,6.72,12.88,0.281,0,0,6.077,2.586,0.203,1.754
2020-09-18,1.519,-0.04,0.446,-1.047,-3.328,-8.28,-0.271,-1.099,-1.198,1.029,-0.859,-0.141,6.484,-2.441,-0.05,-3.213,3.505,1.681,-0.036,-0.59
2020-09-19,-0.547,1.368,-0.248,-0.148,0.632,0.694,0.933,0.37,0.307,0.204,0.454,3.727,-2.649,0.661,0.05,-2.905,-4.493,0.826,0.036,0.402
2020-09-20,-3.156,-1.407,-3.086,-4.819,-2.426,-3.744,-4.918,-1.476,-3.758,-2.033,-3.246,-2.486,-3.899,-1.993,0,-5.128,-2.941,1.639,0,-1.976
2020-09-21,-11.823,-4.352,-5.697,-5.321,-10.069,-10.338,-4.582,-5.993,-7.886,-5.187,-7.877,-4.724,-14.666,-8.66,0,-10.36,-7.291,-0.806,0,-5.919
2020-09-22,3.567,0.728,3.049,6.516,1.649,0,0.256,2.39,0.793,0.438,2.673,4.497,0.05,1.816,0,6.533,0.18,0.813,0,0.551
2020-09-23,,,-5.39,,,-12.215,-3.142,-5.058,-6.94,-1.525,,,-2.574,,0,,,-0.806,0,
2020-09-24,7.652,5.082,4.093,4.199,7.894,27.828,4.663,4.098,8.974,2.876,4.461,5.649,11.026,4.209,0,10.204,5.708,0.813,-0.075,5.125
2020-09-25,0.244,-0.403,-0.014,-0.593,16.906,9.054,-0.347,0.394,0.801,-0.43,2.335,-2.177,-2.151,5.716,0,2.315,3.359,0,0.075,3.771
2020-09-26,,,,,,-3.545,-0.014,,,0.432,,,,,0,,,0,0,
2020-09-27,0,0.186,3.24,3.804,5.919,4.159,0.636,0.778,0.662,-0.43,-0.26,3.913,0.095,-0.799,0,0.461,-2.335,0.806,0,0.364
2020-09-28,2.82,-0.493,-1.187,-0.688,-0.504,-4.178,-1.518,-0.772,-0.663,-0.432,-1.608,-4.405,-4.913,0.105,0,3.67,-0.908,0,0,-0.494
2020-09-29,6.931,1.189,1.277,2.055,0.437,-2.035,0.806,1.167,1.411,0.434,0.95,5.968,-1.739,0.976,0,-1.327,0.163,0.8,0,0.449
2020-09-30,1.664,-0.564,-0.497,-0.331,0.01,-2.473,-0.995,-0.769,0.017,0,1.269,8.382,-3.488,0.732,0,-1.345,-0.613,1.587,0,-0.341
2020-10-01,-6.342,-1.523,0.026,-0.827,-3.231,-2.13,-1.976,-1.163,-1.886,0,0,-3.862,-1.519,-2.089,-0.004,-0.455,-1.712,-0.781,0,-1.63
2020-10-02,,,,,,-4.352,-1.312,,,0.648,,,,,0.004,,,0,0,
2020-10-03,3.477,-0.186,-0.204,-0.329,0.83,0.867,-0.42,0.403,0.228,-0.215,1.49,2.542,-1.048,0.338,0,1.435,4.983,-1.575,0,-0.298
2020-10-04,,,,,,1.182,1.25,,,0.215,,,,,0,,,-1.6,0,
2020-10-05,-1.376,1.119,0.261,0.381,1.439,2.442,1.105,0,0.329,-0.644,-0.791,6.269,-2.691,0.362,0,1.415,0.124,-0.813,0,0.963
2020-10-06,,,,,,-9.016,-1.842,,,-1.296,,,,,0,,,-1.639,0,
2020-10-07,-0.036,0.541,1.415,2.433,1.105,2.278,0.09,-1.487,0.323,0,1.412,3.708,1.143,-0.067,0,0,-0.121,0,0,1.294
2020-10-08,-0.036,2.289,4.643,1.316,2.455,6.347,2.158,-1.132,2.73,1.313,1.221,0.406,1.189,0.997,0,1.932,0.195,1.667,0,1.034
2020-10-09,,,,,,8.796,1.151,,,1.296,,,,,0,,,-0.82,0,
2020-10-10,-0.527,1.958,-0.135,1.453,3.129,1.251,1.078,0,1.344,-0.213,2.172,-0.043,0.688,2.641,0,2.273,-0.072,-1.653,0,0.242
2020-10-11,0.883,0.777,0.99,0.532,1.441,3.137,-0.114,0.755,1.124,0.214,3.7,8.702,1.423,-0.186,0,1.778,0.368,-0.84,0,0.562
2020-10-12,7.528,1.504,0.058,-1.163,3.281,5.53,0.367,-0.749,3.356,1.066,0.02,2.907,1.291,0.588,0,3.493,2.324,0,0,0.284
2020-10-13,0,-1.12,5.721,0.359,-1.074,-3.93,-4.894,0,-1.687,-1.266,-1.577,-1.389,-2.548,-1.722,0,1.688,-1.086,0.847,0,-0.048
2020-10-14,0.651,0.032,2.209,-1.143,-1.429,-0.455,-5.627,-1.509,-0.449,-0.427,-0.18,0.72,-3.184,-2.701,0,-3.734,0.146,0,0,-2.682
2020-10-15,1.262,0.576,0.868,0.451,-0.617,-1.918,0.477,-0.383,-0.538,-0.858,-0.722,0.878,1.351,-0.326,0,-1.724,-1.085,-0.84,0,-1.406
2020-10-16,-4.185,-1.507,-4.228,-5.181,-2.411,-1.117,-2.376,-2.308,-2.97,-4.329,-3.637,-7.425,-1.564,6.295,0,-3.07,-3.003,0.847,0,-2.235
2020-10-17,0.867,0.318,-1.602,-0.797,1.96,0.282,-1.879,0,0.718,-2.036,-1.342,-0.125,1.471,4.084,0,2.262,0.027,0,0,0.203
2020-10-18,1.355,1.103,1.417,0.615,1.21,2.16,-9.39,0.787,2.535,2.079,1.211,2.991,0.986,-2.887,0,1.77,0.738,0.84,0,
2020-10-19,-2.381,2.253,0.36,-0.243,1.2,0.092,-8.839,1.172,0.457,-0.679,1.008,1.432,0.919,7.163,0,-3.043,-0.289,1.667,0,1.544
2020-10-20,-3.775,1.484,-3.135,-1.494,-5.689,-9.275,-4.066,-1.93,-2.843,-0.683,-2.183,-5.941,-3.358,-5.094,0,-7.623,0.584,0,0,-0.972
2020-10-21,3.368,7.614,6.448,4.575,3.603,9.312,-4.173,3.15,6.244,2.294,12.752,,8.304,3.552,0,3.398,2.726,1.639,-0.004,3.302
2020-10-22,2.99,1.109,3.079,2.415,4.13,10.556,-5.291,2.29,5.502,2.242,2.3,4.37,1.305,1.79,0,2.817,1.201,0.806,0.004,2.063
2020-10-23,-0.098,-0.265,1.441,-1.493,-2.251,1.843,4.827,-1.493,-0.967,-1.316,1.787,0.181,-2.738,-1.741,0,1.37,-1.298,0,0.001,-0.751
2020-10-24,-0.131,1.365,1.779,5.558,-0.007,4.688,1.02,0.379,0.656,0,6.988,1.335,1.159,1.96,0,0,1.345,0,-0.007,0.609
2020-10-25,-1.569,-0.587,-1.468,3.094,-1.595,-4.478,-5.044,1.509,-1.513,-1.556,-0.728,1.395,-2.455,-2.685,0,-2.252,,0,0.007,-1.255
2020-10-26,3.454,0.338,-4.169,-3.935,-3.06,-3.372,-0.523,-2.23,-3.035,-0.226,-3.273,0.933,-4.306,-2.689,0,-3.226,-0.642,1.6,0,-1.787
2020-10-27,1.573,4.428,1.832,0.621,-0.262,1.872,2.359,1.141,2.567,-2.262,1.885,1.295,-0.409,1.115,0,-0.952,0.744,0.787,-0.001,1.693
2020-10-28,-4.046,-2.804,1.493,-2.876,-3.744,-4.261,-9.257,-0.376,-3.8,-2.083,-3.597,-5.519,-6.749,-3.932,0,-3.846,-0.404,0,0.001,-2.781
2020-10-29,-1.713,1.255,-0.533,-1.807,-3.638,-1.658,1.06,-0.755,-0.494,0.946,-1.74,-1.638,-3.902,-1.449,0,-3.5,-1.348,-1.562,0,-1.452
2020-10-30,-4.457,0.808,-1.958,-1.967,-2.104,-1.508,-6.809,-4.563,-1.011,-3.981,-1.698,-1.07,-2.881,-0.891,0,-1.554,-3.262,0.794,0,-1.284
2020-10-31,-0.281,1.731,-0.027,0.832,-0.335,1.081,0.048,0.398,0.985,3.415,3.25,2.757,-0.607,1.185,0,4.211,0.562,0,0,0.234
2020-11-01,0.106,-0.318,2.216,-0.139,5.525,2.852,0.065,-0.397,2.527,-1.887,0,0.174,1.018,1.036,0,0.505,-0.167,-0.787,0,0.022
2020-11-02,-2.038,-1.359,-3.872,-3.626,-6.165,-6.412,-5.061,-3.187,-3.33,-8.413,-3.184,-6.187,2.216,-3.591,0,-4.523,-5.03,0,0,-1.825
